CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
654902204,NOK,NOKIA CORP,1430000,1430000,18.99M,18.99M,NEW,11.4%
346375108,FORM,FORMFACTOR INC,74650,74650,11.94M,11.94M,NEW,7.2%
880770102,TER,TERADYNE INC,15000,15000,7.26M,7.26M,NEW,4.4%
925550105,VIAV,VIAVI SOLUTIONS INC,129200,129200,6.17M,6.17M,NEW,3.7%
928298108,VSH,VISHAY INTERTECHNOLOGY INC,103400,103400,5.56M,5.56M,NEW,3.3%
87305R109,TTMI,TTM TECHNOLOGIES INC,29200,3200,5.46M,598.46K,+12.3%,3.3%
219350105,GLW,CORNING INC,51800,-200,13.23M,-51.09K,-0.4%,7.9%
19247G107,COHR,COHERENT CORP,21950,-8050,8.66M,-3.18M,-26.8%,5.2%
595112103,MU,MICRON TECHNOLOGY INC,17000,-4000,19.62M,-4.62M,-19%,11.8%
67066G104,NVDA,NVIDIA CORPORATION,10100,-26000,2.02M,-5.2M,-72%,1.2%
093712107,BE,BLOOM ENERGY CORP,10000,-35000,3.03M,-10.59M,-77.8%,1.8%
H5919C104,ONON,ON HLDG AG,0,-355000,0,-12.08M,CLOSE,0%
958102105,WDC,WESTERN DIGITAL CORP,16000,-20000,10.22M,-12.77M,-55.6%,6.1%
512807306,LRCX,LAM RESEARCH CORP,15000,-30000,6.5M,-13M,-66.7%,3.9%
11135F101,AVGO,BROADCOM INC,0,-48000,0,-14.86M,CLOSE,0%
55024U109,LITE,LUMENTUM HLDGS INC,31275,-21725,26.84M,-18.64M,-41%,16.1%
15101Q207,CLS,CELESTICA INC,0,-89000,0,-25.07M,CLOSE,0%
80004C200,SNDK,SANDISK CORP,9260,-22740,21.05M,-51.7M,-71.1%,12.6%
Total,,,,,166.55M,-121.25M,-73.4%,100%
