CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
81141R100,SE,SEA LTD,3109067,2900104,297.94M,277.92M,+1387.9%,12.2%
36118L106,FUTU,FUTU HLDGS LTD,1379102,1379102,129.28M,129.28M,NEW,5.3%
722304102,PDD,PDD HOLDINGS INC,9377416,1228254,715.31M,93.69M,+15.1%,29.3%
35969L108,YMM,FULL TRUCK ALLIANCE CO LTD,91790875,1789980,745.34M,14.53M,+2%,30.5%
98955N207,ZH,ZHIHU INC,551048,0,1.72M,0,NO CHANGE,0.07%
00851L103,API,AGORA INC,0,-7700,0,-27.26K,CLOSE,0%
06684L103,BZUN,BAOZUN INC,432828,-11500,1.22M,-32.54K,-2.6%,0.05%
25445D101,DDL,DINGDONG CAYMAN LTD,622432,-223520,1.2M,-431.39K,-26.4%,0.05%
74969N103,RLX,RLX TECHNOLOGY INC,59821839,-307832,113.66M,-584.88K,-0.5%,4.7%
48581R205,KSPI,KASPI KZ JSC,424613,-9737,36.79M,-843.61K,-2.2%,1.5%
65487X102,NOAH,NOAH HLDGS LTD,38595,-97393,385.56K,-972.96K,-71.6%,0.02%
647581206,EDU,NEW ORIENTAL ED & TECHNOLOGY,8733979,-261279,400.98M,-12M,-2.9%,16.4%
52490G102,LEGN,LEGEND BIOTECH CORP,0,-2296335,0,-41.54M,CLOSE,0%
Total,,,,,2.44B,458.99M,+19.8%,100%
