CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
14040H105,COF,CAPITAL ONE FINL CORP,1330289,1330289,266.88M,266.88M,NEW,13%
G6683N103,NU,NU HLDGS LTD,38993253,9511613,520.95M,127.08M,+32.3%,25.4%
770700102,HOOD,ROBINHOOD MKTS INC,3926401,680963,393.74M,68.29M,+21%,19.2%
58733R102,MELI,MERCADOLIBRE INC,51748,17600,87.84M,29.87M,+51.5%,4.3%
G4124C109,GRAB,GRAB HOLDINGS LIMITED,10150000,3900000,38.27M,14.7M,+62.4%,1.9%
85238K100,USDE,STABLECOINX INC,453191,453191,1.25M,1.25M,NEW,0.06%
349381103,FIGR,FIGURE TECHNOLOGY SOLUTIONS INC,11253191,0,345.59M,0,NO CHANGE,16.8%
81141R100,SE,SEA LTD,1287679,0,123.4M,0,NO CHANGE,6%
77664L207,ROOT,ROOT INC,1232607,0,68.93M,0,NO CHANGE,3.4%
G29018101,DLO,DLOCAL LTD,3891900,0,50.56M,0,NO CHANGE,2.5%
18467V109,YOU,CLEAR SECURE INC,747978,0,41.68M,0,NO CHANGE,2%
22266T109,CPNG,COUPANG INC,575000,0,9.99M,0,NO CHANGE,0.49%
92337U302,TONX,TON STRATEGY CO,1577287,0,4.02M,0,NO CHANGE,0.2%
947002101,WLTH,WEALTHFRONT CORP,5479267,-4368892,48.98M,-39.06M,-44.4%,2.4%
19260Q107,COIN,COINBASE GLOBAL INC,343300,-394000,50.19M,-57.6M,-53.4%,2.4%
852234103,XYZ,BLOCK INC,0,-1431500,0,-86.15M,CLOSE,0%
Total,,,,,2.05B,325.26M,+19.3%,100%
