CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
007903107,AMD,ADVANCED MICRO DEVICES INC,1509650,1440439,876.97M,836.77M,+2081.2%,7%
04626A103,ALAB,ASTERA LABS INC,1567882,1567882,757.32M,757.32M,NEW,6.1%
833445109,SNOW,SNOWFLAKE INC,884691,884691,225.15M,225.15M,NEW,1.8%
146869102,CVNA,CARVANA CO,4267080,3389526,280.86M,223.1M,+386.2%,2.3%
90138F102,TWLO,TWILIO INC,821768,821768,169.56M,169.56M,NEW,1.4%
925550105,VIAV,VIAVI SOLUTIONS INC,6875942,3402790,328.33M,162.48M,+98%,2.6%
023135106,AMZN,AMAZON COM INC,2447732,628293,583.39M,149.75M,+34.5%,4.7%
G7997R103,STX,SEAGATE TECHNOLOGY HLDNGS PL,148543,148543,143.34M,143.34M,NEW,1.2%
87305R109,TTMI,TTM TECHNOLOGIES INC,4230575,716015,791.2M,133.91M,+20.4%,6.4%
19247G107,COHR,COHERENT CORP,1222035,246987,482.06M,97.43M,+25.3%,3.9%
G3323L100,FN,FABRINET,744765,133499,418.62M,75.04M,+21.8%,3.4%
458140100,INTC,INTEL CORP,259903,259903,36.29M,36.29M,NEW,0.29%
84615Q103,SPCX,SPACE EXPLORATION TECHN CORP,152517,152517,26.06M,26.06M,NEW,0.21%
15675D103,CBRS,CEREBRAS SYSTEMS INC,50696,50696,11.2M,11.2M,NEW,0.09%
037833100,AAPL,APPLE INC,99766,3153,28.87M,912.35K,+3.3%,0.23%
60937P106,MDB,MONGODB INC,224648,0,75.46M,0,NO CHANGE,0.61%
453204109,PI,IMPINJ INC,405244,0,58.04M,0,NO CHANGE,0.47%
26603R106,DUOL,DUOLINGO INC,471764,0,54.26M,0,NO CHANGE,0.44%
958102105,WDC,WESTERN DIGITAL CORP,400687,-11319,255.93M,-7.23M,-2.7%,2.1%
82982T106,SITM,SITIME CORP,560701,-16232,418.04M,-12.1M,-2.8%,3.4%
64110L106,NFLX,NETFLIX INC.,0,-131960,0,-12.69M,CLOSE,0%
093712107,BE,BLOOM ENERGY CORP,1608305,-45483,486.83M,-13.77M,-2.8%,3.9%
15101Q207,CLS,CELESTICA INC,1476430,-41771,538.6M,-15.24M,-2.8%,4.3%
55306N104,MKSI,MKS INC.,1271373,-35351,565.51M,-15.72M,-2.7%,4.5%
219350105,GLW,CORNING INC,2233999,-63425,570.63M,-16.2M,-2.8%,4.6%
49845K101,KVYO,KLAVIYO INC,5528166,-1297040,83.48M,-19.59M,-19%,0.67%
594918104,MSFT,MICROSOFT CORP,0,-53850,0,-19.93M,CLOSE,0%
30303M102,META,META PLATFORMS INC,455982,-56587,256.85M,-31.87M,-11%,2.1%
042068205,ARM,ARM HOLDINGS PLC,0,-452384,0,-68.44M,CLOSE,0%
55405Y100,MTSI,MACOM TECH SOLUTIONS HLDGS I,988785,-186206,376.1M,-70.83M,-15.8%,3%
171779309,CIEN,CIENA CORP,0,-231267,0,-89.78M,CLOSE,0%
512807306,LRCX,LAM RESEARCH CORP,742638,-215239,321.81M,-93.27M,-22.5%,2.6%
02079K305,GOOGL,ALPHABET INC,2396352,-275469,856.38M,-98.44M,-10.3%,6.9%
874039100,TSM,TAIWAN SEMICONDUCTOR MANUFAC,589911,-229534,281.72M,-109.62M,-28%,2.3%
03831W108,APP,APPLOVIN CORP,461611,-233926,237.84M,-120.53M,-33.6%,1.9%
67066G104,NVDA,NVIDIA CORPORATION,377204,-663924,75.47M,-132.84M,-63.8%,0.61%
M6191J100,FROG,JFROG LTD,4458423,-1561370,405.18M,-141.9M,-25.9%,3.3%
M87915274,TSEM,TOWER SEMICONDUCTOR LTD,0,-1066737,0,-187.19M,CLOSE,0%
771049103,RBLX,ROBLOX CORP,0,-3532184,0,-199.78M,CLOSE,0%
11135F101,AVGO,BROADCOM INC,59780,-677362,22.58M,-255.87M,-91.9%,0.18%
007973100,AEIS,ADVANCED ENERGY INDS,0,-1022112,0,-329.85M,CLOSE,0%
80004C200,SNDK,SANDISK CORP,596545,-203042,1.36B,-461.66M,-25.4%,10.9%
Total,,,,,12.46B,523.96M,+6.8%,100%
