CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
84615Q103,SPCX,SPACE EXPLORATION TECHN CORP,27332943,27332943,4.67B,4.67B,NEW,41.9%
15675D103,CBRS,CEREBRAS SYSTEMS INC,3110086,3110086,687.33M,687.33M,NEW,6.2%
30303M102,META,META PLATFORMS INC,402770,402770,226.88M,226.88M,NEW,2%
21873S108,CRWV,COREWEAVE INC,2124845,1314310,211.51M,130.83M,+162.2%,1.9%
032095101,APH,AMPHENOL CORP,640069,640069,112.86M,112.86M,NEW,1%
697435105,PANW,PALO ALTO NETWORKS INC,876954,315157,299.06M,107.47M,+56.1%,2.7%
37637K108,GTLB,GITLAB INC,3373169,3373169,102.98M,102.98M,NEW,0.92%
17253J106,CIFR,CIPHER DIGITAL INC,3586409,3586409,87.87M,87.87M,NEW,0.79%
79589L106,IOT,SAMSARA INC,2308649,2308649,74.87M,74.87M,NEW,0.67%
693282105,PDFS,PDF SOLUTIONS INC,658536,658536,46.62M,46.62M,NEW,0.42%
81764X103,TTAN,SERVICETITAN INC,542092,542092,38.33M,38.33M,NEW,0.34%
M98068105,WIX,WIX COM LTD,1458458,808044,66.17M,36.66M,+124.2%,0.59%
632307104,NTRA,NATERA INC,104385,104385,28.34M,28.34M,NEW,0.25%
00971T101,AKAM,AKAMAI TECHNOLOGIES INC,910583,227746,107.64M,26.92M,+33.4%,0.97%
57636Q104,MA,MASTERCARD INCORPORATED,93629,44025,48.09M,22.61M,+88.8%,0.43%
N52A8C105,INIO,INNIO NV,348696,348696,13.79M,13.79M,NEW,0.12%
G25457105,CRDO,CREDO TECHNOLOGY GROUP HOLDI,1129285,38052,307.11M,10.35M,+3.5%,2.8%
00827B106,AFRM,AFFIRM HLDGS INC,1273050,78339,103.82M,6.39M,+6.6%,0.93%
171779309,CIEN,CIENA CORP,688521,11714,337.76M,5.75M,+1.7%,3%
19247G107,COHR,COHERENT CORP,642101,10942,253.29M,4.32M,+1.7%,2.3%
023135106,AMZN,AMAZON COM INC,969629,16069,231.1M,3.83M,+1.7%,2.1%
74768A104,QNT,QUANTINUUM INC,39853,39853,3.26M,3.26M,NEW,0.03%
816850101,SMTC,SEMTECH CORP,551214,9402,89.21M,1.52M,+1.7%,0.8%
88160R101,TSLA,TESLA INC,204275,3480,85.92M,1.46M,+1.7%,0.77%
458140100,INTC,INTEL CORP,663802,10010,92.69M,1.4M,+1.5%,0.83%
023193105,AMBQ,AMBIQ MICRO INC,877123,14948,77.45M,1.32M,+1.7%,0.69%
00091G104,ACVA,ACV AUCTIONS INC,9903239,168772,71.2M,1.21M,+1.7%,0.64%
20464U100,COMP,COMPASS INC,5658421,96423,69.77M,1.19M,+1.7%,0.63%
654902204,NOK,NOKIA CORP,2524974,43027,33.53M,571.4K,+1.7%,0.3%
775133101,ROG,ROGERS CORP,189311,3226,31M,528.19K,+1.7%,0.28%
93403J106,WRBY,WARBY PARKER INC,698903,11908,21.2M,361.29K,+1.7%,0.19%
31488V107,FERG,FERGUSON ENTERPRISES INC,147759,1404,35.07M,333.21K,+1%,0.31%
922417100,VECO,VEECO INSTRS INC DEL,237919,3996,18.03M,302.9K,+1.7%,0.16%
N97284108,NBIS,NEBIUS GROUP N.V.,64125,1057,17.71M,291.91K,+1.7%,0.16%
31556C106,FRVO,FERVO ENERGY CO,9959,9959,291.1K,291.1K,NEW,<.01%
67066G104,NVDA,NVIDIA CORPORATION,1249291,699,249.97M,139.86K,+0.1%,2.2%
29445S100,EQPT,EQUIPMENTSHARE COM INC,217131,3700,4.27M,72.74K,+1.7%,0.04%
M8744T106,TBLA,TABOOLA.COM LTD,835026,14229,4.18M,71.14K,+1.7%,0.04%
091947101,BTGO,BITGO HOLDINGS INC,29611,505,153.38K,2.62K,+1.7%,<.01%
253393102,DKS,DICKS SPORTING GOODS INC,375118,-77413,85.08M,-17.56M,-17.1%,0.76%
G39387108,GFS,GLOBALFOUNDRIES INC,0,-474593,0,-21.11M,CLOSE,0%
92826C839,V,VISA INC,0,-71641,0,-21.65M,CLOSE,0%
833445109,SNOW,SNOWFLAKE INC,0,-144818,0,-21.84M,CLOSE,0%
02079K305,GOOGL,ALPHABET INC,488296,-66727,174.5M,-23.85M,-12%,1.6%
M6191J100,FROG,JFROG LTD,0,-554987,0,-26.05M,CLOSE,0%
781154109,RBRK,RUBRIK INC.,0,-566454,0,-27.74M,CLOSE,0%
008073108,AVAV,AEROVIRONMENT INC,0,-161675,0,-29.59M,CLOSE,0%
16935C109,CHYM,CHIME FINL INC,0,-1622734,0,-30.39M,CLOSE,0%
90138F102,TWLO,TWILIO INC,720338,-201264,148.63M,-41.53M,-21.8%,1.3%
974155103,WING,WINGSTOP INC,0,-270303,0,-41.89M,CLOSE,0%
05464C101,AXON,AXON ENTERPRISE INC,0,-102095,0,-43.36M,CLOSE,0%
751212101,RL,RALPH LAUREN CORP,0,-128837,0,-44.32M,CLOSE,0%
94419L101,W,WAYFAIR INC,843860,-587137,77.99M,-54.26M,-41%,0.7%
871607107,SNPS,SYNOPSYS INC,0,-136925,0,-54.29M,CLOSE,0%
595112103,MU,MICRON TECHNOLOGY INC,711364,-49062,821.12M,-56.63M,-6.5%,7.4%
443573100,HUBS,HUBSPOT INC,0,-232115,0,-56.66M,CLOSE,0%
91332U101,U,UNITY SOFTWARE INC,10245819,-2139503,292.83M,-61.15M,-17.3%,2.6%
771049103,RBLX,ROBLOX CORP,0,-1383703,0,-78.26M,CLOSE,0%
92840M102,VST,VISTRA CORP,0,-523788,0,-78.74M,CLOSE,0%
77311W101,RKT,ROCKET COS INC,0,-6114947,0,-87.14M,CLOSE,0%
98980L101,ZM,ZOOM COMMUNICATIONS INC,0,-1315605,0,-105.76M,CLOSE,0%
278768106,ECHO,ECHOSTAR CORP,0,-1000346,0,-117.11M,CLOSE,0%
55024U109,LITE,LUMENTUM HLDGS INC,0,-267389,0,-187.91M,CLOSE,0%
04626A103,ALAB,ASTERA LABS INC,1216795,-2148992,587.74M,-1.04B,-63.8%,5.3%
Total,,,,,11.15B,4.09B,+99.7%,100%
