CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
04626A103,ALAB,ASTERA LABS INC,119641,119641,57.79M,57.79M,NEW,8.5%
871607107,SNPS,SYNOPSYS INC,106520,106520,47.52M,47.52M,NEW,7%
007903107,AMD,ADVANCED MICRO DEVICES INC,69200,69200,40.2M,40.2M,NEW,5.9%
G25457105,CRDO,CREDO TECHNOLOGY GROUP HOLDI,223836,139136,60.87M,37.84M,+164.3%,8.9%
038222105,AMAT,APPLIED MATLS INC,51640,51640,37.34M,37.34M,NEW,5.5%
G7997R103,STX,SEAGATE TECHNOLOGY HLDNGS PL,35000,35000,33.77M,33.77M,NEW,5%
74624M102,P,EVERPURE INC,390900,390900,30.8M,30.8M,NEW,4.5%
19247G107,COHR,COHERENT CORP,72400,72400,28.56M,28.56M,NEW,4.2%
880770102,TER,TERADYNE INC,51720,51720,25.02M,25.02M,NEW,3.7%
N6596X109,NXPI,NXP SEMICONDUCTORS N V,84800,84800,23.83M,23.83M,NEW,3.5%
595112103,MU,MICRON TECHNOLOGY INC,19764,19764,22.81M,22.81M,NEW,3.3%
21873S108,CRWV,COREWEAVE INC,128600,128600,12.8M,12.8M,NEW,1.9%
816850101,SMTC,SEMTECH CORP,61300,61300,9.92M,9.92M,NEW,1.5%
67059N108,NTNX,NUTANIX INC,188399,188399,9.6M,9.6M,NEW,1.4%
55024U109,LITE,LUMENTUM HLDGS INC,32240,-6207,27.66M,-5.33M,-16.1%,4.1%
620076307,MSI,MOTOROLA SOLUTIONS INC,26560,-21085,11.03M,-8.76M,-44.3%,1.6%
032095101,APH,AMPHENOL CORP,213199,-50201,37.59M,-8.85M,-19.1%,5.5%
92537N108,VRT,VERTIV HOLDINGS CO,89486,-29845,29.96M,-9.99M,-25%,4.4%
40434L105,HPQ,HP INC,0,-521500,0,-10.02M,CLOSE,0%
595017104,MCHP,MICROCHIP TECHNOLOGY INC.,0,-166877,0,-10.78M,CLOSE,0%
861012102,STM,STMICROELECTRONICS N V,414100,-178200,31.01M,-13.35M,-30.1%,4.6%
042068205,ARM,ARM HOLDINGS PLC,0,-121200,0,-18.34M,CLOSE,0%
654902204,NOK,NOKIA CORP,1257300,-1408500,16.7M,-18.7M,-52.8%,2.5%
219350105,GLW,CORNING INC,0,-144539,0,-19.65M,CLOSE,0%
127387108,CDNS,CADENCE DESIGN SYSTEM INC,0,-71990,0,-20M,CLOSE,0%
01749D105,ALGM,ALLEGRO MICROSYSTEMS INC,182600,-310573,12.71M,-21.62M,-63%,1.9%
00971T101,AKAM,AKAMAI TECHNOLOGIES INC,0,-189800,0,-21.8M,CLOSE,0%
683344105,ONTO,ONTO INNOVATION INC,106373,-59000,40.26M,-22.33M,-35.7%,5.9%
74743L100,Q,QNITY ELECTRONICS INC,0,-217581,0,-25.1M,CLOSE,0%
032654105,ADI,ANALOG DEVICES INC,0,-93817,0,-29.85M,CLOSE,0%
80004C200,SNDK,SANDISK CORP,0,-52394,0,-33.29M,CLOSE,0%
55306N104,MKSI,MKS INC.,37111,-76900,16.51M,-34.21M,-67.4%,2.4%
315616102,FFIV,F5 INC,0,-119963,0,-34.71M,CLOSE,0%
49338L103,KEYS,KEYSIGHT TECHNOLOGIES INC,0,-130637,0,-36.89M,CLOSE,0%
N07059210,ASML,ASML HLDG NV,8580,-22792,17.07M,-45.34M,-72.7%,2.5%
958102105,WDC,WESTERN DIGITAL CORP,0,-173792,0,-47.01M,CLOSE,0%
Total,,,,,681.34M,-78.11M,-13.3%,100%
