CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
89346D107,TAC,TRANSALTA CORP,550000,550000,7.61M,7.61M,NEW,4.2%
008474108,AEM,AGNICO EAGLE MINES LTD,45000,45000,6.98M,6.98M,NEW,3.8%
82509L107,SHOP,SHOPIFY INC,53700,53700,6.13M,6.13M,NEW,3.4%
13321L108,CCJ,CAMECO CORP,50000,50000,5.09M,5.09M,NEW,2.8%
375916103,GIL,GILDAN ACTIVEWEAR INC,300000,97402,15.48M,5.03M,+48.1%,8.5%
450913108,IAG,IAMGOLD CORP,300000,300000,4.75M,4.75M,NEW,2.6%
743312AD2,PRGS,PROGRESS SOFTWARE CORP,4885000,4885000,4.71M,4.71M,NEW,2.6%
83419D201,SLSR,SOLARIS RES INC,550000,550000,4.61M,4.61M,NEW,2.5%
00217Y104,ATS,ATS CORPORATION,150000,150000,4.32M,4.32M,NEW,2.4%
55293N109,MDA,MDA SPACE LTD,725000,100000,29.93M,4.13M,+16%,16.4%
03762U105,ARI,APOLLO COML REAL ESTATE FIN,637325,331655,6.81M,3.54M,+108.5%,3.7%
20337X109,VISN,VISTANCE NETWORKS INC,200000,200000,2.56M,2.56M,NEW,1.4%
124765108,CAE,CAE INC,257600,99400,6.46M,2.49M,+62.8%,3.5%
89788C104,TRLV,TRULIEVE CANNABIS CORP,200000,200000,1.97M,1.97M,NEW,1.1%
974637AF7,WGO,WINNEBAGO INDS INC,2000000,2000000,1.88M,1.88M,NEW,1%
83413U100,SLRC,SLR INVESTMENT CORP,108983,108983,1.35M,1.35M,NEW,0.74%
103310108,BGSI,BOYD GROUP SERVICES INC,79800,10000,7.55M,946.2K,+14.3%,4.1%
69702V107,PSBD,PALMER SQUARE CAPITAL BDC IN,154539,80855,1.61M,842.51K,+109.7%,0.88%
939653101,ELME,ELME COMMUNITIES,1041833,465069,1.54M,688.3K,+80.6%,0.85%
67401P405,OCSL,OAKTREE SPECIALTY LENDING,73819,33319,881.4K,397.83K,+82.3%,0.48%
38173M102,GBDC,GOLUB CAP BDC INC,40000,14400,515.2K,185.47K,+56.2%,0.28%
61774A103,MSDL,MORGAN STANLEY DIRECT LENDIN,34300,10000,518.62K,151.2K,+41.2%,0.28%
03761U502,MFIC,MIDCAP FINANCIAL INVSTMNT CO,45000,10000,453.6K,100.8K,+28.6%,0.25%
29250N105,ENB,ENBRIDGE INC,90000,0,4.88M,0,NO CHANGE,2.7%
01444V103,ANNA,ALEANNA INC,28283,0,82.02K,0,NO CHANGE,0.05%
67090S108,NCDL,NUVEEN CHURCHILL DIRECT LENDING CORP.,0,-27900,0,-354.89K,CLOSE,0%
92859G608,VZLA,VIZSLA SILVER CORP,593700,-300000,1.96M,-990K,-33.6%,1.1%
896215209,TRS,TRIMAS CORP,0,-40000,0,-1.44M,CLOSE,0%
25609L105,DCBO,DOCEBO INC,0,-89172,0,-1.56M,CLOSE,0%
48123V102,ZD,ZIFF DAVIS INC,0,-52500,0,-2.2M,CLOSE,0%
113004105,BAM,BROOKFIELD ASSET MANAGEMENT LTD.,0,-54000,0,-2.4M,CLOSE,0%
29269R105,EFXT,ENERFLEX LTD,636744,-100000,15.61M,-2.45M,-13.6%,8.6%
43087N204,HSLV,HIGHLANDER SILVER CORP,4180000,-720000,19.48M,-3.36M,-14.7%,10.7%
03062D803,USAS,AMERICAS GOLD AND SILVER COR,3500000,-949900,16.52M,-4.48M,-21.3%,9.1%
952845105,WFG,WEST FRASER TIMBER CO LTD,0,-100000,0,-6.53M,CLOSE,0%
G16258108,BEP,BROOKFIELD RENEWABLE PARTNERS L.P,0,-239500,0,-7.8M,CLOSE,0%
784730103,SSRM,SSR MINING INC,0,-280000,0,-8.23M,CLOSE,0%
192108504,CDE,COEUR MINING INC,0,-625000,0,-11.73M,CLOSE,0%
Total,,,,,182.22M,16.93M,+10.3%,100%
