CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
486917107,KEEL,KEEL INFRASTRUCTURE CORP,26285000,23855993,150.88M,136.93M,+982.1%,21.5%
21874A106,CORZ,CORE SCIENTIFIC INC NEW,4600000,4600000,117.71M,117.71M,NEW,16.7%
278768106,ECHO,ECHOSTAR CORP,1630124,799469,165.46M,81.15M,+96.2%,23.5%
57638P104,MBC,MASTERBRAND INC,3700000,1700000,38.07M,17.49M,+85%,5.4%
34986A104,FWRD,FORWARD AIR CORP,189000,189000,2.55M,2.55M,NEW,0.36%
278768AB2,ECHO,ECHOSTAR CORP,60000000,0,186.97M,0,NO CHANGE,26.6%
L02235106,AMBP,ARDAGH METAL PACKAGING S A,0,-2955738,0,-11.97M,CLOSE,0%
37890B100,GBTG,GLOBAL BUSINESS TRAVEL GROUP,0,-7800000,0,-43.52M,CLOSE,0%
20337X109,VISN,VISTANCE NETWORKS INC,3250000,-6958303,41.53M,-88.93M,-68.2%,5.9%
Total,,,,,703.18M,211.42M,+36%,100%
