CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
267475101,DY,DYCOM INDS INC,4443320,330000,2.25B,166.84M,+8%,29.9%
00165C302,AMC,AMC ENTMT HLDGS INC,32000000,29000000,60.8M,55.1M,+966.7%,0.81%
576323109,MTZ,MASTEC INC,3678431,100000,1.53B,41.61M,+2.8%,20.3%
35671D857,FCX,FREEPORT-MCMORAN INC,3917068,600000,246.34M,37.73M,+18.1%,3.3%
17243V102,CNK,CINEMARK HLDGS INC,1201917,801917,38.14M,25.44M,+200.5%,0.51%
02079K305,GOOGL,ALPHABET INC,1800,0,643.27K,0,NO CHANGE,<.01%
336433107,FSLR,FIRST SOLAR INC,0,-395000,0,-77.92M,CLOSE,0%
023135106,AMZN,AMAZON COM INC,0,-953414,0,-198.57M,CLOSE,0%
74762E102,PWR,QUANTA SCVS INC,4720847,-286993,3.4B,-206.65M,-5.7%,45.2%
Total,,,,,7.52B,-156.4M,-2.7%,100%
