CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
38013D106,GMRS,GMR SOLUTIONS INC,14785611,14785611,228.59M,228.59M,NEW,4%
62886HBT7,,NCL CORP LTD,43658000,43658000,48.73M,48.73M,NEW,0.85%
337932AT4,FE,FIRSTENERGY CORP,15000000,15000000,16.36M,16.36M,NEW,0.29%
00971TAQ4,AKAM,AKAMAI TECHNOLOGIES INC,11151000,11151000,16.29M,16.29M,NEW,0.29%
18915MAF4,NET,CLOUDFLARE INC,8875000,8875000,11.24M,11.24M,NEW,0.2%
501812AD3,LCII,LCI INDS,15587000,9767000,17.48M,10.95M,+167.8%,0.31%
974637AF7,WGO,WINNEBAGO INDS INC,9251000,6449000,8.63M,6.01M,+230.2%,0.15%
78462F103,SPY,STATE STR SPDR S&P 500 ETF T,5920,5920,4.42M,4.42M,NEW,0.08%
25809KAB1,DASH,DOORDASH INC,2970000,2970000,2.93M,2.93M,NEW,0.05%
09257WAE0,BX,BLACKSTONE MORTGAGE TRUST IN,12922000,2290000,12.92M,2.29M,+21.5%,0.23%
589889AB0,MMSI,MERIT MED SYS INC,1195000,1195000,1.29M,1.29M,NEW,0.02%
01644JAB4,ALKT,ALKAMI TECHNOLOGY INC,1310000,1310000,1.25M,1.25M,NEW,0.02%
781154AD1,RBRK,RUBRIK INC.,1142000,1142000,1.17M,1.17M,NEW,0.02%
02081GAD4,ATEC,ALPHATEC HLDGS INC,1180000,1180000,1.13M,1.13M,NEW,0.02%
38046YAD3,GLNG,GOLAR LNG LTD,870000,870000,992.58K,992.58K,NEW,0.02%
47215PAJ5,JD,JD.COM INC,8000000,1000000,7.87M,983.5K,+14.3%,0.14%
45826HAD1,ITGR,INTEGER HLDGS CORP,852000,852000,827.5K,827.5K,NEW,0.01%
75737FAE8,RDFN,REDFIN CORP,8357000,801000,8.06M,772.97K,+10.6%,0.14%
10806XAJ1,BBIO,BRIDGEBIO PHARMA INC,385000,385000,648.53K,648.53K,NEW,0.01%
387328AF4,GVA,GRANITE CONSTR INC,555000,305000,1.16M,639.2K,+122%,0.02%
76954AAD5,RIVN,RIVIAN AUTOMOTIVE INC,445000,445000,475.14K,475.14K,NEW,<.01%
89422GAB3,TVTX,TRAVERE THERAPEUTICS INC,400000,400000,471K,471K,NEW,<.01%
53802LAB8,LIVN,LIVANOVA PLC,295000,295000,401.97K,401.97K,NEW,<.01%
15102KAB6,CELC,CELCUITY INC,300000,300000,342.42K,342.42K,NEW,<.01%
343412AJ1,FLR,FLUOR CORP,245000,245000,325.05K,325.05K,NEW,<.01%
76155XAA8,RVMD,REVOLUTION MEDICINES INC,250000,250000,313.65K,313.65K,NEW,<.01%
92939UAT3,,WEC ENERGY GROUP INC,265000,265000,275.4K,275.4K,NEW,<.01%
842587ED5,,SOUTHERN CO,270000,270000,273.12K,273.12K,NEW,<.01%
970646AA3,WLFC,WILLIS LEASE FIN CORP,250000,250000,272.02K,272.02K,NEW,<.01%
87157DAJ8,SYNA,SYNAPTICS INC,438000,118000,651.22K,175.44K,+36.9%,0.01%
806407102,HSIC,SCHEIN HENRY INC,15652032,0,1.31B,0,NO CHANGE,22.9%
10806X102,BBIO,BRIDGEBIO PHARMA INC,13260971,0,987.68M,0,NO CHANGE,17.3%
10948C107,BV,BRIGHTVIEW HLDGS INC,21533123,0,308.86M,0,NO CHANGE,5.4%
44952J104,CRGY,CRESCENT ENERGY COMPANY,28655357,0,281.4M,0,NO CHANGE,4.9%
G63755105,NIQ,NIQ GLOBAL INTELLIGENCE PLC,30022789,0,280.71M,0,NO CHANGE,4.9%
48251K100,KREF,KKR REAL ESTATE FIN TR INC,10000001,0,68.4M,0,NO CHANGE,1.2%
69932A204,PSKY,PARAMOUNT SKYDANCE CORP,5535928,0,54.58M,0,NO CHANGE,0.96%
071734107,BHC,BAUSCH HEALTH COS INC,5235000,0,25.81M,0,NO CHANGE,0.45%
302635206,FSK,FS KKR CAP CORP,980587,0,10.3M,0,NO CHANGE,0.18%
92939UAR7,WEC,WEC ENERGY GROUP INC,8000000,0,9.89M,0,NO CHANGE,0.17%
88023B103,TEM,TEMPUS AI INC,117652,0,6.82M,0,NO CHANGE,0.12%
G66721104,NCLH,NORWEGIAN CRUISE LINE HLDGS,273736,0,5.78M,0,NO CHANGE,0.1%
19249H103,CHRS,COHERUS ONCOLOGY INC,3036076,0,4.18M,0,NO CHANGE,0.07%
83304AAH9,SNAP,SNAP INC,3900000,0,3.59M,0,NO CHANGE,0.06%
19240QAA0,COGT,COGENT BIOSCIENCES INC,990000,0,1.23M,0,NO CHANGE,0.02%
516544AB9,LNTH,LANTHEUS HLDGS INC,808000,0,1.18M,0,NO CHANGE,0.02%
008073AA6,AVAV,AEROVIRONMENT INC,1086000,0,1.04M,0,NO CHANGE,0.02%
91332UAH4,U,UNITY SOFTWARE INC,915000,0,1.04M,0,NO CHANGE,0.02%
