CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
34379V103,FLNC,FLUENCE ENERGY INC,1500000,1500000,29.82M,29.82M,NEW,9%
368736104,GNRC,GENERAC HLDGS INC,95000,95000,27.82M,27.82M,NEW,8.4%
G2R11M108,DPC,DPC HOLDINGS PLC,500000,500000,24.53M,24.53M,NEW,7.4%
83418M103,SEI,SOLARIS ENERGY INFRAS INC,270000,270000,21.72M,21.72M,NEW,6.6%
199908104,FIX,COMFORT SYS USA INC,21000,9000,41.62M,17.84M,+75%,12.6%
74743L100,Q,QNITY ELECTRONICS INC,90000,90000,14.7M,14.7M,NEW,4.4%
65290E101,NXT,NEXTPOWER INC,100000,100000,11.91M,11.91M,NEW,3.6%
18452B209,CLSK,CLEANSPARK INC,770841,770841,11.22M,11.22M,NEW,3.4%
88080T104,WULF,TERAWULF INC,450000,450000,11.12M,11.12M,NEW,3.4%
G0273J101,AEXA,AMERICAN EXCEPTIONALISM ACQU,410565,1096,4.85M,12.95K,+0.3%,1.5%
N68722102,SHMD,SCHMID GROUP N.V.,0,-162849,0,-863.1K,CLOSE,0%
52476L109,LGN,LEGENCE CORP,390000,-40000,33.24M,-3.41M,-9.3%,10%
393222104,GPRE,GREEN PLAINS INC,0,-370000,0,-6.09M,CLOSE,0%
237266101,DAR,DARLING INGREDIENTS INC,225000,-175000,12.29M,-9.56M,-43.8%,3.7%
576323109,MTZ,MASTEC INC,105000,-40000,43.69M,-16.64M,-27.6%,13.2%
055622104,BP,BP PLC,0,-579945,0,-27.26M,CLOSE,0%
155923105,CTRI,CENTURI HOLDINGS INC,0,-1090000,0,-31.84M,CLOSE,0%
553368101,MP,MP MATERIALS CORP,0,-670000,0,-32.33M,CLOSE,0%
21874A106,CORZ,CORE SCIENTIFIC INC NEW,950000,-1300000,24.31M,-33.27M,-57.8%,7.3%
34631F102,FPS,FORGENT POWER SOLUTIONS INC,330000,-1050000,18.43M,-58.65M,-76.1%,5.6%
Total,,,,,331.27M,-49.23M,-17%,100%
