CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
778920306,SHAZ,SHARONAI HOLDINGS INC,120000,120000,10.16M,10.16M,NEW,4.3%
829933100,SIRI,SIRIUSXM HOLDINGS INC,270000,270000,7.98M,7.98M,NEW,3.4%
92333F101,VG,VENTURE GLOBAL INC,1150000,475000,12.8M,5.29M,+70.4%,5.4%
36472T109,TDAY,USA TODAY CO INC,400000,400000,3.42M,3.42M,NEW,1.4%
163851108,CC,CHEMOURS CO,375000,150000,7.7M,3.08M,+66.7%,3.3%
09581B103,OWL,BLUE OWL CAPITAL INC,300000,300000,2.62M,2.62M,NEW,1.1%
03676C100,ATEX,ANTERIX INC,520000,20404,53.53M,2.1M,+4.1%,22.7%
45676K103,INFQ,INFLEQTION INC,150000,150000,2M,2M,NEW,0.85%
654902204,NOK,NOKIA CORP,150000,150000,1.99M,1.99M,NEW,0.84%
500688106,KOS,KOSMOS ENERGY LTD,900000,900000,1.9M,1.9M,NEW,0.8%
60770K107,MRNA,MODERNA INC,245000,25000,17.16M,1.75M,+11.4%,7.3%
00164V103,AMCX,AMC GLOBAL MEDIA INC,170000,170000,1.7M,1.7M,NEW,0.72%
750102105,RXT,RACKSPACE TECHNOLOGY INC,900000,200000,5.88M,1.31M,+28.6%,2.5%
76680V108,REI,RING ENERGY INC,1000000,1000000,1.08M,1.08M,NEW,0.46%
550241103,LUMN,LUMEN TECHNOLOGIES INC,500000,100000,3.84M,768K,+25%,1.6%
78454L100,SM,SM ENERGY COMPANY,225000,15000,5.87M,391.5K,+7.1%,2.5%
78574H104,SOC,SABLE OFFSHORE CORP,745000,70000,2.29M,215.6K,+10.4%,0.97%
300426103,ECG,EVERUS CONSTR GROUP,30000,0,4.98M,0,NO CHANGE,2.1%
35834F104,TE,T1 ENERGY INC,500000,-150000,4.74M,-1.42M,-23.1%,2%
218937100,CNR,CORE NATURAL RESOURCES INC,0,-20000,0,-2.09M,CLOSE,0%
86771W105,RUN,SUNRUN INC,0,-160000,0,-2.17M,CLOSE,0%
674599105,OXY,OCCIDENTAL PETE CORP,0,-50000,0,-3.25M,CLOSE,0%
378973507,GSAT,GLOBALSTAR INC,0,-70000,0,-4.65M,CLOSE,0%
03743Q108,APA,APA CORPORATION,0,-140000,0,-5.94M,CLOSE,0%
038169207,APLD,APPLIED DIGITAL CORP,475000,-165000,17.72M,-6.15M,-25.8%,7.5%
278768106,ECHO,ECHOSTAR CORP,325000,-65000,32.99M,-6.6M,-16.7%,14%
03674X106,AR,ANTERO RESOURCES CORP,0,-175000,0,-7.43M,CLOSE,0%
65345N106,NN,NEXTNAV INC,1250000,-458000,22.29M,-8.17M,-26.8%,9.4%
N97284108,NBIS,NEBIUS GROUP N.V.,0,-90000,0,-9.34M,CLOSE,0%
457642205,INOD,INNODATA INC,150000,-125000,11.34M,-9.45M,-45.5%,4.8%
Total,,,,,235.96M,-18.92M,-9.1%,100%
