CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
278768106,ECHO,ECHOSTAR CORP,1004709,428138,101.98M,43.46M,+74.3%,65.3%
46428Q109,SLV,ISHARES SILVER TR,20000,20000,1.07M,1.07M,NEW,0.69%
12769G100,CZR,CAESARS ENTERTAINMENT INC NE,1430000,0,43.16M,0,NO CHANGE,27.7%
N97284108,NBIS,NEBIUS GROUP N.V.,0,-5000,0,-518.8K,CLOSE,0%
59151K108,MEOH,METHANEX CORP,0,-82484,0,-4.91M,CLOSE,0%
278768AB2,ECHO,ECHOSTAR CORP,3157027,-9775000,9.86M,-30.52M,-75.6%,6.3%
366505105,GTX,GARRETT MOTION INC,0,-2159866,0,-39.24M,CLOSE,0%
Total,,,,,156.06M,-30.67M,-15.6%,100%
