CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
146869102,CVNA,CARVANA CO,11675000,9340000,768.45M,614.76M,+400%,22.6%
36262G101,GXO,GXO LOGISTICS INCORPORATED,5250000,2000000,266.18M,101.4M,+61.5%,7.8%
H8088L103,SRAD,SPORTRADAR GROUP AG,9155000,6405000,137.05M,95.88M,+232.9%,4%
94419L101,W,WAYFAIR INC,2909700,309700,268.91M,28.62M,+11.9%,7.9%
194693107,CIGI,COLLIERS INTL GROUP INC,2745325,234325,257.35M,21.97M,+9.3%,7.6%
03831W108,APP,APPLOVIN CORP,1790000,0,922.26M,0,NO CHANGE,27.1%
219948106,CPAY,CORPAY INC,880000,0,293.28M,0,NO CHANGE,8.6%
26142V105,DKNG,DRAFTKINGS INC NEW,9650000,0,243.76M,0,NO CHANGE,7.2%
G2143T103,CMPR,CIMPRESS PLC,1222633,0,124.34M,0,NO CHANGE,3.7%
21874C102,CNM,CORE & MAIN INC,2150000,0,103.74M,0,NO CHANGE,3.1%
82846H405,QXO,QXO INC,813009,0,14.05M,0,NO CHANGE,0.41%
Total,,,,,3.4B,862.63M,+30.8%,100%
