CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
63938C108,NAVI,NAVIENT CORPORATION,1590727,1394532,13.54M,11.87M,+710.8%,2.9%
91680M107,UPST,UPSTART HLDGS INC,161490,141490,5.72M,5.01M,+707.4%,1.2%
14316J108,CG,CARLYLE GROUP INC,282425,91230,11.89M,3.84M,+47.7%,2.6%
33767U107,FSUN,FIRSTSUN CAP BANCORP,91186,91186,3.54M,3.54M,NEW,0.76%
74319R101,PRG,PROG HOLDINGS INC,162194,36741,7.56M,1.71M,+29.3%,1.6%
337738108,FISV,FISERV INC,250235,23455,12.27M,1.15M,+10.3%,2.6%
46817M107,JXN,JACKSON FINANCIAL INC,113795,7830,11.65M,801.71K,+7.4%,2.5%
15746L100,CBNA,CHAIN BRIDGE BANCORP INC,219365,10092,9.22M,424.37K,+4.8%,2%
06738E204,BCS,BARCLAYS PLC,513345,13460,13.79M,361.54K,+2.7%,3%
29667J101,ESQ,ESQUIRE FINL HLDGS INC,100896,2550,12.02M,303.73K,+2.6%,2.6%
929089100,VOYA,VOYA FINANCIAL INC,156385,3110,14.16M,281.55K,+2%,3%
902952100,GROW,U S GLOBAL INVS INC,1121593,80219,3.5M,250.28K,+7.7%,0.75%
617446448,MS,MORGAN STANLEY,985,985,205.9K,205.9K,NEW,0.04%
680277100,OSBC,OLD SECOND BANCORP INC DEL,359730,8250,8.39M,192.39K,+2.3%,1.8%
05990K106,BANC,BANC OF CALIFORNIA INC,358765,8905,7.33M,181.93K,+2.5%,1.6%
67109R109,OPBK,OP BANCORP,270878,7465,4.06M,111.9K,+2.8%,0.87%
20112C106,CBK,COMMERCIAL BANCGROUP INC,129375,2815,4.18M,90.9K,+2.2%,0.9%
139737100,CBNK,CAPITAL BANCORP INC MD,91790,2030,3.22M,71.29K,+2.3%,0.69%
320557101,INBK,FIRST INTERNET BANCORP,78990,1816,2.2M,50.48K,+2.4%,0.47%
108621103,BWB,BRIDGEWATER BANCSHARES INC,97067,2350,2.04M,49.44K,+2.5%,0.44%
950810101,WSBC,WESBANCO INC,61565,1120,2.4M,43.71K,+1.9%,0.52%
68417L107,OBT,ORANGE CNTY BANCORP INC,22020,450,809.9K,16.55K,+2.1%,0.17%
723561106,PBFS,PIONEER BANCORP INC MD,45400,955,774.98K,16.3K,+2.1%,0.17%
496719105,KINS,KINGSTONE COS INC,313652,0,5.97M,0,NO CHANGE,1.3%
754730109,RJF,RAYMOND JAMES FINL INC,9253,0,1.41M,0,NO CHANGE,0.3%
30303M102,META,META PLATFORMS INC,2080,0,1.17M,0,NO CHANGE,0.25%
59100U108,CASH,PATHWARD FINANCIAL INC,8369,0,728.61K,0,NO CHANGE,0.16%
464287630,IWN,ISHARES TR,2375,0,525.35K,0,NO CHANGE,0.11%
433539202,HIPO,HIPPO HLDGS INC,17700,0,500.2K,0,NO CHANGE,0.11%
037833100,AAPL,APPLE INC,1056,0,305.56K,0,NO CHANGE,0.07%
922908769,VTI,VANGUARD INDEX FDS,775,0,286.78K,0,NO CHANGE,0.06%
46625H100,JPM,JPMORGAN CHASE & CO,740,0,242.22K,0,NO CHANGE,0.05%
69346J106,GHY,PGIM GLOBAL HIGH YIELD FD FO,19000,0,229.9K,0,NO CHANGE,0.05%
48249T106,KIO,KKR INCOME OPPORTUNITIES FD,11102,0,125.01K,0,NO CHANGE,0.03%
023139884,OSG,OCTAVE SPECIALTY GROUP INC,20935,-500,130.63K,-3.12K,-2.3%,0.03%
20464U100,COMP,COMPASS INC,2703151,-1822,33.33M,-22.47K,-0.1%,7.2%
37149D204,GIPR,GENERATION INCOME PPTYS INC,0,-270375,0,-69.43K,CLOSE,0%
24703L202,DELL,DELL TECHNOLOGIES INC,3800,-200,1.64M,-86.29K,-5%,0.35%
78467Y107,MDY,STATE STR SPDR S&P MIDCAP 40,1755,-273,1.23M,-192.01K,-13.5%,0.27%
398905109,GPI,GROUP 1 AUTOMOTIVE INC,0,-618,0,-204.33K,CLOSE,0%
913290102,UNTY,UNITY BANCORP INC,31370,-4101,1.84M,-240.69K,-11.6%,0.4%
92556V106,VTRS,VIATRIS INC,10036,-16000,159.37K,-254.08K,-61.5%,0.03%
46137V308,PKW,INVESCO EXCHANGE TRADED FD T,5717,-2466,809.87K,-349.33K,-30.1%,0.17%
01446U103,ALRS,ALERUS FINL CORP,54420,-13540,1.69M,-421.09K,-19.9%,0.36%
319390100,FBIZ,FIRST BUSINESS FINL SVCS INC,17835,-6980,1.13M,-440.93K,-28.1%,0.24%
46137V357,RSP,INVESCO EXCHANGE TRADED FD T,20361,-2240,4.33M,-476.6K,-9.9%,0.93%
42824C109,HPE,HEWLETT PACKARD ENTERPRISE C,0,-21000,0,-500.01K,CLOSE,0%
25432X102,DCOM,DIME COML BANCSHARES INC,77968,-15477,3.17M,-629.14K,-16.6%,0.68%
197641103,CLBK,COLUMBIA FINL INC,0,-48015,0,-840.74K,CLOSE,0%
12326C105,BFST,BUSINESS FIRST BANCSHARES IN,0,-33168,0,-896.86K,CLOSE,0%
96208T104,WEX,WEX INC,42899,-6365,6.05M,-898.04K,-12.9%,1.3%
37247D106,GNW,GENWORTH FINL INC,184575,-120258,1.75M,-1.14M,-39.5%,0.38%
92826C839,V,VISA INC,2385,-3506,818.27K,-1.2M,-59.5%,0.18%
320209109,FFBC,1ST FINL BANCORP,315590,-37600,10.68M,-1.27M,-10.6%,2.3%
03076C106,AMP,AMERIPRISE FINL INC,34951,-3157,16.03M,-1.45M,-8.3%,3.5%
770700102,HOOD,ROBINHOOD MKTS INC,405825,-14700,40.7M,-1.47M,-3.5%,8.8%
860630102,SF,STIFEL FINL CORP,18000,-22500,1.26M,-1.57M,-55.6%,0.27%
790148100,JOE,ST JOE CO,0,-25000,0,-1.57M,CLOSE,0%
78442P106,SLM,SLM CORP,457729,-61820,11.87M,-1.6M,-11.9%,2.6%
H42097107,UBS,UBS GROUP AG,346600,-33640,17.18M,-1.67M,-8.8%,3.7%
69343T107,PJT,PJT PARTNERS INC,0,-12000,0,-1.68M,CLOSE,0%
37940X102,GPN,GLOBAL PMTS INC,200745,-23125,14.57M,-1.68M,-10.3%,3.1%
87165B103,SYF,SYNCHRONY FINANCIAL,0,-25000,0,-1.7M,CLOSE,0%
G7S00T104,PNR,PENTAIR PLC,0,-20000,0,-1.74M,CLOSE,0%
05465C100,AX,AXOS FINANCIAL INC,166475,-20365,16.21M,-1.98M,-10.9%,3.5%
594918104,MSFT,MICROSOFT CORP,0,-5445,0,-2.02M,CLOSE,0%
03076K108,ABCB,AMERIS BANCORP,0,-25996,0,-2.03M,CLOSE,0%
127190304,CACI,CACI INTL INC,0,-4000,0,-2.18M,CLOSE,0%
67103X102,OFG,OFG BANCORP,262255,-45398,12.87M,-2.23M,-14.8%,2.8%
902788108,UMBF,UMB FINL CORP,129450,-15930,18.48M,-2.27M,-11%,4%
75886F107,REGN,REGENERON PHARMACEUTICALS,0,-3000,0,-2.32M,CLOSE,0%
87240R107,TFSL,TFS FINL CORP,556030,-131770,9.85M,-2.33M,-19.2%,2.1%
20786W107,CNOB,CONNECTONE BANCORP INC,326782,-70055,10.93M,-2.34M,-17.7%,2.4%
537008104,LFUS,LITTELFUSE INC,0,-7000,0,-2.38M,CLOSE,0%
23204G100,CUBI,CUSTOMERS BANCORP INC,161030,-30541,12.74M,-2.42M,-15.9%,2.7%
30231G102,XOM,EXXON MOBIL CORP,0,-14301,0,-2.43M,CLOSE,0%
008474108,AEM,AGNICO EAGLE MINES LTD,0,-12349,0,-2.51M,CLOSE,0%
12503M108,CBOE,CBOE GLOBAL MKTS INC,0,-9000,0,-2.53M,CLOSE,0%
31946M103,FCNCA,FIRST CTZNS BANCSHARES INC D,8958,-1224,18.64M,-2.55M,-12%,4%
02079K305,GOOGL,ALPHABET INC,0,-9180,0,-2.64M,CLOSE,0%
74164M108,PRI,PRIMERICA INC,47036,-9539,13.37M,-2.71M,-16.9%,2.9%
58933Y105,MRK,MERCK & CO INC,0,-23475,0,-2.82M,CLOSE,0%
G29183103,ETN,EATON CORP PLC,0,-8000,0,-2.86M,CLOSE,0%
37959E102,GL,GLOBE LIFE INC,0,-21000,0,-2.92M,CLOSE,0%
957638109,WAL,WESTERN ALLIANCE BANCORP,115630,-37070,9.5M,-3.05M,-24.3%,2%
45841N107,IBKR,INTERACTIVE BROKERS GROUP IN,29000,-39800,2.52M,-3.46M,-57.8%,0.54%
478160104,JNJ,JOHNSON & JOHNSON,0,-14515,0,-3.55M,CLOSE,0%
852234103,XYZ,BLOCK INC,11610,-48045,882.36K,-3.65M,-80.5%,0.19%
43785V102,MCHB,MECHANICS BANCORP,0,-254501,0,-3.75M,CLOSE,0%
92828Q109,VRTS,VIRTUS INVT PARTNERS INC,0,-59210,0,-7.95M,CLOSE,0%
92645B103,VCTR,VICTORY CAP HLDGS INC DEL,28921,-100871,2.43M,-8.48M,-77.7%,0.52%
66405S100,NBN,NORTHEAST BK PORTLAND ME,0,-78473,0,-8.82M,CLOSE,0%
Total,,,,,464.76M,-86.87M,-18.5%,100%
