CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
67066G104,NVDA,NVIDIA CORPORATION,161142,136085,68.17M,57.57M,+543.1%,29.3%
48553T106,BZ,KANZHUN LIMITED,3058870,598325,46.04M,9M,+24.3%,19.8%
609839105,MPWR,MONOLITHIC PWR SYS INC,22295,15995,12.04M,8.64M,+253.9%,5.2%
007903107,AMD,ADVANCED MICRO DEVICES INC,63055,63055,7.18M,7.18M,NEW,3.1%
G79483106,LAES,SEAGATE TECHNOLOGY HLDNGS PL,74390,74390,4.6M,4.6M,NEW,2%
880770102,TER,TERADYNE INC,72315,34210,8.05M,3.81M,+89.8%,3.5%
595112103,MU,MICRON TECHNOLOGY INC,44436,44436,2.8M,2.8M,NEW,1.2%
01609W102,BABA,ALIBABA GROUP HLDG LTD,162600,17400,13.55M,1.45M,+12%,5.8%
500767306,KWEB,KRANESHARES TR,53400,53400,1.44M,1.44M,NEW,0.62%
35969L108,YMM,FULL TRUCK ALLIANCE CO LTD,2368700,218000,14.73M,1.36M,+10.1%,6.3%
60937P106,MDB,MONGODB INC,2197,2197,902.95K,902.95K,NEW,0.39%
833445109,SNOW,SNOWFLAKE INC,3060,3060,538.5K,538.5K,NEW,0.23%
23804L103,DDOG,DATADOG INC,4550,4550,447.63K,447.63K,NEW,0.19%
20717M103,CFLT,CONFLUENT INC,11025,11025,389.29K,389.29K,NEW,0.17%
023135106,AMZN,AMAZON COM INC,2310,2310,301.13K,301.13K,NEW,0.13%
68389X105,ORCL,ORACLE CORP,2500,2500,297.73K,297.73K,NEW,0.13%
82509L107,SHOP,SHOPIFY INC,4405,4405,284.56K,284.56K,NEW,0.12%
81762P102,NOW,SERVICENOW INC,489,489,274.8K,274.8K,NEW,0.12%
37637K108,GTLB,GITLAB INC,5230,5230,267.31K,267.31K,NEW,0.11%
M6191J100,FROG,JFROG LTD,9370,9370,259.55K,259.55K,NEW,0.11%
64829B100,,NEW RELIC INC,3280,3280,214.64K,214.64K,NEW,0.09%
92561V109,RBOT,VICARIOUS SURGICAL INC,1304600,0,2.39M,0,NO CHANGE,1%
83193E102,EM,SMART SH GLOBAL LTD,1583200,0,1.54M,0,NO CHANGE,0.66%
78397Q109,SES,SES AI CORPORATION,500000,0,1.22M,0,NO CHANGE,0.52%
90138A103,VNET,VNET GROUP INC,163000,0,472.7K,0,NO CHANGE,0.2%
G25457105,CRDO,CREDO TECHNOLOGY GROUP HOLDI,0,-19200,0,-180.86K,CLOSE,0%
98138H101,WDAY,WORKDAY INC,0,-1200,0,-247.85K,CLOSE,0%
00851L103,API,AGORA INC,321120,-214849,1.01M,-672.48K,-40.1%,0.43%
23344D108,DADA,DADA NEXUS LTD,0,-87100,0,-737.74K,CLOSE,0%
428050108,HSAI,HESAI GROUP,170900,-134100,1.8M,-1.41M,-44%,0.77%
98422D105,XPEV,XPENG INC,200177,-160000,2.69M,-2.15M,-44.4%,1.2%
722304102,PDD,PDD HOLDINGS INC,19600,-53864,1.36M,-3.72M,-73.3%,0.58%
36118L106,FUTU,FUTU HLDGS LTD,0,-105775,0,-5.48M,CLOSE,0%
18915M107,NET,CLOUDFLARE INC,0,-108530,0,-6.69M,CLOSE,0%
594918104,MSFT,MICROSOFT CORP,94775,-50100,32.27M,-17.06M,-34.6%,13.9%
573874104,MRVL,MARVELL TECHNOLOGY INC,88165,-308457,5.27M,-18.44M,-77.8%,2.3%
Total,,,,,232.8M,45.23M,+24.1%,100%
