CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
747525103,QCOM,QUALCOMM INC,19260,9985,2.29M,1.19M,+107.7%,1.1%
023135106,AMZN,AMAZON COM INC,127249,7584,16.59M,988.65K,+6.3%,7.7%
071813109,BAX,BAXTER INTL INC,17094,17094,778.8K,778.8K,NEW,0.36%
963320106,WHR,WHIRLPOOL CORP,4793,4793,713.14K,713.14K,NEW,0.33%
00039J509,FWD,AB ACTIVE ETFS INC,14160,9360,801.66K,529.91K,+195%,0.37%
01609W102,BABA,ALIBABA GROUP HLDG LTD,10835,6015,903.1K,501.35K,+124.8%,0.42%
88322Q108,TGTX,TG THERAPEUTICS INC,62228,20132,1.55M,500.08K,+47.8%,0.71%
009066101,ABNB,AIRBNB INC,12841,3348,1.65M,429.08K,+35.3%,0.76%
031162100,AMGN,AMGEN INC,1863,1863,413.62K,413.62K,NEW,0.19%
35671D857,FCX,FREEPORT-MCMORAN INC,16889,9676,675.56K,387.04K,+134.1%,0.31%
201723103,CMC,COMMERCIAL METALS CO,7018,7018,369.57K,369.57K,NEW,0.17%
28176E108,EW,EDWARDS LIFESCIENCES CORP,6447,3794,608.15K,357.89K,+143%,0.28%
580135101,MCD,MCDONALDS CORP,1814,1014,541.32K,302.59K,+126.8%,0.25%
04965B100,ATOM,ATOMERA INC,145218,32262,1.27M,282.94K,+28.6%,0.59%
87918A105,TDOC,TELADOC HEALTH INC,20174,10896,510.81K,275.89K,+117.4%,0.24%
532457108,LLY,LILLY ELI & CO,546,546,256.3K,256.3K,NEW,0.12%
33738R845,FTXN,FIRST TR EXCHANGE-TRADED FD,35629,9553,937.94K,251.48K,+36.6%,0.43%
446150104,HBAN,HUNTINGTON BANCSHARES INC,22825,22825,246.05K,246.05K,NEW,0.11%
166764100,CVX,CHEVRON CORP NEW,3521,1538,554.03K,242K,+77.6%,0.26%
377322102,GKOS,GLAUKOS CORP,3355,3355,238.91K,238.91K,NEW,0.11%
29273V100,ET,ENERGY TRANSFER L P,83743,18551,1.06M,235.6K,+28.5%,0.49%
038222105,AMAT,APPLIED MATLS INC,1586,1586,229.24K,229.24K,NEW,0.11%
22160K105,COST,COSTCO WHSL CORP NEW,421,421,226.62K,226.62K,NEW,0.1%
007903107,AMD,ADVANCED MICRO DEVICES INC,18416,1930,2.1M,219.85K,+11.7%,0.97%
039483102,ADM,ARCHER DANIELS MIDLAND CO,2867,2867,216.62K,216.62K,NEW,0.1%
78462F103,SPY,SPDR S&P 500 ETF TR,4592,487,2.04M,215.87K,+11.9%,0.94%
697435105,PANW,PALO ALTO NETWORKS INC,4547,809,1.16M,206.71K,+21.6%,0.54%
464288752,ITB,ISHARES TR,7682,2368,656.34K,202.32K,+44.6%,0.3%
23804L103,DDOG,DATADOG INC,14949,2009,1.47M,197.65K,+15.5%,0.68%
437076102,HD,HOME DEPOT INC,11588,633,3.6M,196.64K,+5.8%,1.7%
235851102,DHR,DANAHER CORPORATION,2793,811,670.44K,194.67K,+40.9%,0.31%
76156B107,RVLV,REVOLVE GROUP INC,11800,11800,193.52K,193.52K,NEW,0.09%
573874104,MRVL,MARVELL TECHNOLOGY INC,32775,2076,1.96M,124.1K,+6.8%,0.91%
