CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
92537N108,VRT,VERTIV HOLDINGS CO,1401708,1062698,34.72M,26.32M,+313.5%,8.3%
127190304,CACI,CACI INTL INC,97761,64825,33.32M,22.09M,+196.8%,7.9%
81141R100,SE,SEA LTD,270000,270000,15.67M,15.67M,NEW,3.7%
30212P303,EXPE,EXPEDIA GROUP INC,309826,95924,33.89M,10.49M,+44.8%,8.1%
517834107,LVS,LAS VEGAS SANDS CORP,173376,173376,10.06M,10.06M,NEW,2.4%
136385101,CNQ,CANADIAN NAT RES LTD,280214,118362,15.76M,6.66M,+73.1%,3.8%
70450Y103,PYPL,PAYPAL HLDGS INC,482999,66818,32.23M,4.46M,+16.1%,7.7%
606710200,MITK,MITEK SYS INC,4120117,-10416,44.66M,-112.91K,-0.3%,10.6%
65249B109,NWSA,NEWS CORP NEW,990017,-57890,19.31M,-1.13M,-5.5%,4.6%
30303M102,META,META PLATFORMS INC,43769,-7345,12.56M,-2.11M,-14.4%,3%
92511U102,VRRM,VERRA MOBILITY CORP,850000,-127686,16.76M,-2.52M,-13.1%,4%
03073E105,COR,AMERISOURCEBERGEN CORP,95000,-22876,18.28M,-4.4M,-19.4%,4.4%
29260Y109,EDR,ENDEAVOR GROUP HLDGS INC,721977,-213210,17.27M,-5.1M,-22.8%,4.1%
679295105,OKTA,OKTA INC,110000,-85264,7.63M,-5.91M,-43.7%,1.8%
353469109,FC,FRANKLIN COVEY CO,185852,-146659,8.12M,-6.41M,-44.1%,1.9%
92552R406,PRSU,VIAD CORP,1147536,-248181,30.85M,-6.67M,-17.8%,7.3%
46266C105,IQV,IQVIA HLDGS INC,0,-36431,0,-7.25M,CLOSE,0%
N20944109,CNH,CNH INDL N V,0,-647922,0,-9.89M,CLOSE,0%
71375U101,PRFT,PERFICIENT INC,442823,-195700,36.9M,-16.31M,-30.6%,8.8%
83088M102,SWKS,SKYWORKS SOLUTIONS INC,0,-146977,0,-17.34M,CLOSE,0%
00091G104,ACVA,ACV AUCTIONS INC,716848,-1089225,12.38M,-18.81M,-60.3%,2.9%
007903107,AMD,ADVANCED MICRO DEVICES INC,169902,-174216,19.35M,-19.84M,-50.6%,4.6%
Total,,,,,419.72M,-28.05M,-7%,100%
