CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
339750101,FND,FLOOR & DECOR HLDGS INC,155000,155000,16.11M,16.11M,NEW,11.9%
852234103,XYZ,BLOCK INC,330000,148500,21.97M,9.89M,+81.8%,16.2%
74967X103,RH,RH,41000,18000,13.51M,5.93M,+78.3%,10%
74275K108,PCOR,PROCORE TECHNOLOGIES INC,295000,60000,19.2M,3.9M,+25.5%,14.2%
594918104,MSFT,MICROSOFT CORP,31250,1500,10.64M,510.81K,+5%,7.9%
833445109,SNOW,SNOWFLAKE INC,0,-18000,0,-2.78M,CLOSE,0%
26603R106,DUOL,DUOLINGO INC,100500,-23500,14.37M,-3.36M,-19%,10.6%
03783C100,APPF,APPFOLIO INC,109500,-47000,18.85M,-8.09M,-30%,13.9%
18915M107,NET,CLOUDFLARE INC,315000,-184000,20.59M,-12.03M,-36.9%,15.2%
Total,,,,,135.24M,10.09M,+9%,100%
