CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
040413106,,ARISTA NETWORKS INC,32000,32000,5.19M,5.19M,NEW,10.4%
60937P106,MDB,MONGODB INC,12000,12000,4.93M,4.93M,NEW,9.9%
11135F101,AVGO,BROADCOM INC,5500,5500,4.77M,4.77M,NEW,9.6%
83200N103,SMAR,SMARTSHEET INC,110000,110000,4.21M,4.21M,NEW,8.5%
007903107,AMD,ADVANCED MICRO DEVICES INC,44000,19000,5.01M,2.16M,+76%,10.1%
68389X105,ORCL,ORACLE CORP,50000,14000,5.95M,1.67M,+38.9%,12%
00724F101,ADBE,ADOBE ORD,3300,3300,1.61M,1.61M,NEW,3.2%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,26000,8000,2.62M,807.36K,+44.4%,5.3%
09239B109,BL,BLACKLINE INC,0,-14000,0,-940.1K,CLOSE,0%
052769106,ADSK,AUTODESK INC,0,-6800,0,-1.42M,CLOSE,0%
82509L107,SHOP,SHOPIFY INC,0,-44000,0,-2.11M,CLOSE,0%
01609W102,BABA,ALIBABA GROUP HLDG LTD,60000,-28000,5M,-2.33M,-31.8%,10.1%
81141R100,SE,SEA LTD,0,-30000,0,-2.6M,CLOSE,0%
461202103,INTU,INTUIT,0,-6000,0,-2.67M,CLOSE,0%
72352L106,PINS,PINTEREST INC,0,-100000,0,-2.73M,CLOSE,0%
81762P102,NOW,SERVICENOW INC,5100,-6900,2.87M,-3.88M,-57.5%,5.8%
594918104,MSFT,MICROSOFT CORP,16000,-12000,5.45M,-4.09M,-42.9%,11%
67066G104,NVDA,NVIDIA CORPORATION,5000,-11200,2.12M,-4.74M,-69.1%,4.3%
922475108,VEEV,VEEVA SYS INC,0,-33000,0,-6.07M,CLOSE,0%
Total,,,,,49.73M,-8.21M,-15.5%,100%
