CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
067901108,B,BARRICK GOLD CORP,4426127,4426127,74.93M,74.93M,NEW,7.7%
01609W102,BABA,ALIBABA GROUP HLDG LTD,167624,147724,13.97M,12.31M,+742.3%,1.4%
66987E206,NG,NOVAGOLD RES INC,11898080,3057519,47.47M,12.2M,+34.6%,4.9%
845467109,SWN,SOUTHWESTERN ENERGY CO,22926252,1901238,137.79M,11.43M,+9%,14.1%
80013R206,SAND,SANDSTORM GOLD LTD,2416495,1090455,12.37M,5.58M,+82.2%,1.3%
48268K101,KT,KT CORP,10806223,99147,122.11M,1.12M,+0.9%,12.5%
811916105,SA,SEABRIDGE GOLD INC,2728409,14593,32.88M,175.85K,+0.5%,3.4%
714266103,PPTA,PERPETUA RESOURCES CORP,5250591,0,19.27M,0,NO CHANGE,2%
46578C108,IE,IVANHOE ELECTRIC INC,1177368,0,15.35M,0,NO CHANGE,1.6%
00912X302,AL,AIR LEASE CORP,274218,0,11.48M,0,NO CHANGE,1.2%
66510M204,NAK,NORTHERN DYNASTY MINERALS LT,32070691,0,7.7M,0,NO CHANGE,0.79%
46050R102,THM,INTERNATIONAL TOWER HILL MIN,14047222,0,5.89M,0,NO CHANGE,0.6%
N00985106,AER,AERCAP HOLDINGS NV,52267,0,3.32M,0,NO CHANGE,0.34%
927926303,VGZ,VISTA GOLD CORP,2916361,0,1.52M,0,NO CHANGE,0.16%
962879102,WPM,WHEATON PRECIOUS METALS CORP,2572186,-1411,111.17M,-60.98K,-0.1%,11.4%
780287108,RGLD,ROYAL GOLD INC,598081,-4750,68.65M,-545.2K,-0.8%,7%
500631106,KEP,KOREA ELEC PWR CORP,1585550,-75242,12.29M,-583.13K,-4.5%,1.3%
450913108,IAG,IAMGOLD CORP,17875791,-485514,47.01M,-1.28M,-2.6%,4.8%
91822M502,VEON,VEON LTD,0,-243415,0,-4.29M,CLOSE,0%
78573M203,,SABRE CORP,0,-94700,0,-5.94M,CLOSE,0%
75281A109,RRC,RANGE RES CORP,3302669,-232224,97.1M,-6.83M,-6.6%,9.9%
413216300,HMY,HARMONY GOLD MINING CO LTD,15591439,-1867841,65.48M,-7.84M,-10.7%,6.7%
13321L108,CCJ,CAMECO CORP,1777397,-316625,55.69M,-9.92M,-15.1%,5.7%
78573M104,SABR,SABRE CORP,0,-3397132,0,-14.57M,CLOSE,0%
830879102,SKYW,SKYWEST INC,312956,-2245197,12.74M,-91.42M,-87.8%,1.3%
Total,,,,,976.17M,-25.53M,-2.7%,100%
