CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
64110L106,NFLX,NETFLIX INC,17500,17500,7.71M,7.71M,NEW,5.4%
023135106,AMZN,AMAZON COM INC,96350,54750,12.56M,7.14M,+131.6%,8.9%
67066G104,NVDA,NVIDIA CORPORATION,16000,16000,6.77M,6.77M,NEW,4.8%
433000106,HIMS,HIMS & HERS HEALTH INC,560000,560000,5.26M,5.26M,NEW,3.7%
98262P101,,WW INTL INC,780000,780000,5.24M,5.24M,NEW,3.7%
68373M107,OPRA,OPERA LTD,253950,253950,5.05M,5.05M,NEW,3.6%
11135F101,AVGO,BROADCOM INC,5550,5550,4.81M,4.81M,NEW,3.4%
03831W108,APP,APPLOVIN CORP,400800,184300,10.31M,4.74M,+85.1%,7.3%
532457108,LLY,LILLY ELI & CO,10000,10000,4.69M,4.69M,NEW,3.3%
70451X104,PAYO,PAYONEER GLOBAL INC,2054527,750000,9.88M,3.61M,+57.5%,7%
594918104,MSFT,MICROSOFT CORP,24350,10500,8.29M,3.58M,+75.8%,5.8%
81730H109,S,SENTINELONE INC,194700,194700,2.94M,2.94M,NEW,2.1%
M98068105,WIX,WIX COM LTD,34000,34000,2.66M,2.66M,NEW,1.9%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,10000,10000,1.61M,1.61M,NEW,1.1%
44891N208,PPLI,IAC INC,142524,23369,8.95M,1.47M,+19.6%,6.3%
09352U108,BLND,BLEND LABS INC,2458570,550000,2.33M,520.96K,+28.8%,1.6%
89686D105,,TRIVAGO N V,1253015,92614,1.65M,122.25K,+8%,1.2%
25809K105,DASH,DOORDASH INC,40000,0,3.06M,0,NO CHANGE,2.2%
70451X112,,PAYONEER GLOBAL INC,1306124,0,653.06K,0,NO CHANGE,0.46%
G9889V101,ZENV,ZENVIA INC,650263,0,487.7K,0,NO CHANGE,0.34%
M8744T114,TBLAW,TABOOLA.COM LTD,516644,-16900,206.19K,-6.74K,-3.2%,0.15%
836100115,SOUNW,SOUNDHOUND AI INC,0,-110198,0,-36.92K,CLOSE,0%
361008105,FNKO,FUNKO INC,484624,-55000,5.24M,-595.1K,-10.2%,3.7%
N97284108,NBIS,YANDEX N V,0,-105000,0,-994.35K,CLOSE,0%
81141R100,SE,SEA LTD,0,-20000,0,-1.73M,CLOSE,0%
M8744T106,TBLA,TABOOLA.COM LTD,0,-825617,0,-2.25M,CLOSE,0%
90138F102,TWLO,TWILIO INC,0,-34300,0,-2.29M,CLOSE,0%
03769M106,APO,APOLLO GLOBAL MGMT INC,137500,-31000,10.56M,-2.38M,-18.4%,7.5%
89679E300,TFIN,TRIUMPH FINANCIAL INC,0,-42500,0,-2.47M,CLOSE,0%
26142V105,DKNG,DRAFTKINGS INC NEW,0,-130000,0,-2.52M,CLOSE,0%
00183L102,,ANGI INC,0,-1136568,0,-2.58M,CLOSE,0%
81686C104,SEMR,SEMRUSH HLDGS INC,0,-284950,0,-2.86M,CLOSE,0%
M7S64H106,MNDY,MONDAY COM LTD,0,-22000,0,-3.14M,CLOSE,0%
45674M101,INFA,INFORMATICA INC,0,-193074,0,-3.17M,CLOSE,0%
02079K107,GOOG,ALPHABET INC,0,-37000,0,-3.85M,CLOSE,0%
30303M102,META,META PLATFORMS INC,47000,-14200,13.49M,-4.08M,-23.2%,9.5%
70614WAB6,,PELOTON INTERACTIVE INC,0,-5800000,0,-4.43M,CLOSE,0%
00507V109,ATVI,ACTIVISION BLIZZARD INC,0,-52250,0,-4.47M,CLOSE,0%
83304A106,SNAP,SNAP INC,0,-416000,0,-4.66M,CLOSE,0%
79466L302,CRM,SALESFORCE INC,0,-25000,0,-4.99M,CLOSE,0%
00436Q106,ACEL,ACCEL ENTERTAINMENT INC,0,-556818,0,-5.07M,CLOSE,0%
68389X105,ORCL,ORACLE CORP,0,-70000,0,-6.5M,CLOSE,0%
226718104,CRTO,CRITEO S A,217357,-193923,7.33M,-6.54M,-47.2%,5.2%
Total,,,,,141.75M,-3.71M,-2.8%,100%
