CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
14448C104,CARR,CARRIER GLOBAL CORPORATION,192058,192058,9.55M,9.55M,NEW,5.5%
879360105,TDY,TELEDYNE TECHNOLOGIES INC,19863,19863,8.17M,8.17M,NEW,4.7%
771049103,RBLX,ROBLOX CORP,292776,172128,11.8M,6.94M,+142.7%,6.8%
37611X100,DNA.MX,GINKGO BIOWORKS HOLDINGS INC,3780776,2726433,7.03M,5.07M,+258.6%,4.1%
02079K305,GOOGL,ALPHABET INC,150295,20843,17.99M,2.49M,+16.1%,10.4%
79466L302,CRM,SALESFORCE INC,68871,9978,14.55M,2.11M,+16.9%,8.4%
037833100,AAPL,APPLE INC,78650,7429,15.26M,1.44M,+10.4%,8.9%
594918104,MSFT,MICROSOFT CORP,58615,3471,19.96M,1.18M,+6.3%,11.6%
67066G104,NVDA,NVIDIA CORPORATION,78068,0,33.02M,0,NO CHANGE,19.2%
023135106,AMZN,AMAZON COM INC,145908,0,19.02M,0,NO CHANGE,11%
81762P102,NOW,SERVICENOW INC,28420,-4553,15.97M,-2.56M,-13.8%,9.3%
Total,,,,,172.32M,34.39M,+30.8%,100%
