CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
67077M108,NTR,NUTRIEN LTD,539158,180593,31.84M,10.66M,+50.4%,9.3%
878742204,TECK,TECK RESOURCES LTD-CLS B,47846,47846,2.01M,2.01M,NEW,0.59%
47233W109,JEF,JEFFERIES FINANCIAL GROUP IN,1237855,15137,41.06M,502.09K,+1.2%,12%
G27358103,DESP,DESPEGAR.COM CORP,4566654,0,32.19M,0,NO CHANGE,9.4%
11271J107,BN,BROOKFIELD CORP,187860,0,6.32M,0,NO CHANGE,1.9%
140501107,CSWC,CAPITAL SOUTHWEST CORP,106270,0,2.1M,0,NO CHANGE,0.61%
113004105,BAM,BROOKFIELD ASSET MGMT-A,47197,0,1.54M,0,NO CHANGE,0.45%
G16250105,,BROOKFIELD REINSURANCE LTD,971,0,32.88K,0,NO CHANGE,<.01%
29269R105,EFXT,ENERFLEX LTD,3417822,-13088,23.28M,-89.15K,-0.4%,6.8%
126402106,CSW,CSW INDUSTRIALS INC,15624,-1100,2.6M,-182.81K,-6.6%,0.76%
P31076105,CPA,COPA HOLDINGS SA-CLASS A,13902,-3488,1.54M,-385.7K,-20.1%,0.45%
962879102,WPM,WHEATON PRECIOUS METALS CORP,896975,-21459,38.77M,-927.46K,-2.3%,11.3%
13321L108,CCJ,CAMECO CORP,1056481,-115624,33.1M,-3.62M,-9.9%,9.7%
84790A105,SPB,SPECTRUM BRANDS HOLDINGS INC,659188,-75562,51.45M,-5.9M,-10.3%,15.1%
G0457F107,ARCO,ARCOS DORADOS HOLDINGS INC-A,2894699,-1021608,29.67M,-10.47M,-26.1%,8.7%
88642R109,TDW,TIDEWATER INC,796102,-324158,44.14M,-17.97M,-28.9%,12.9%
Total,,,,,341.64M,-26.37M,-8%,100%
