CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
H42097107,UBS,UBS GROUP AG,362450,362450,7.33M,7.33M,NEW,3.9%
881624209,TEVA,TEVA PHARMACEUTICAL INDS LTD,934413,934413,7.04M,7.04M,NEW,3.8%
422704106,HL,HECLA MNG CO,1800000,1200000,9.27M,6.18M,+200%,5%
008474108,AEM,AGNICO EAGLE MINES LTD,121720,121720,6.08M,6.08M,NEW,3.3%
640268108,NKTR,NEKTAR THERAPEUTICS,9260717,9260717,5.33M,5.33M,NEW,2.9%
70450Y103,PYPL,PAYPAL HLDGS INC,95000,70000,6.34M,4.67M,+280%,3.4%
697900108,PAAS,PAN AMERN SILVER CORP,341685,316685,4.98M,4.62M,+1266.7%,2.7%
45780L104,INGN,INOGEN INC,254611,254611,2.94M,2.94M,NEW,1.6%
16934W106,CMRX,CHIMERIX INC,4377674,1992299,5.3M,2.41M,+83.5%,2.8%
82575P107,SBSW,SIBANYE STILLWATER LTD,509358,385000,3.18M,2.4M,+309.6%,1.7%
056752108,BIDU,BAIDU INC,16500,16500,2.26M,2.26M,NEW,1.2%
644535106,NGD,NEW GOLD INC CDA,1788837,1650000,1.94M,1.79M,+1188.4%,1%
52603B107,TREE,LENDINGTREE INC NEW,151890,72641,3.36M,1.61M,+91.7%,1.8%
013872106,AA,ALCOA CORP,40000,40000,1.36M,1.36M,NEW,0.73%
084310101,,PHENOMEX INC,3573233,2237722,1.75M,1.1M,+167.6%,0.94%
98980L101,ZM,ZOOM VIDEO COMMUNICATIONS IN,175000,12500,11.88M,848.5K,+7.7%,6.4%
29664W105,ESPR,ESPERION THERAPEUTICS INC NE,695302,551940,966.47K,767.2K,+385%,0.52%
G68707101,PAGS,PAGSEGURO DIGITAL LTD,75000,75000,708K,708K,NEW,0.38%
26924G102,SILJ,ETF MANAGERS TR,75000,75000,703.5K,703.5K,NEW,0.38%
47215P106,JD,JD.COM INC,75426,20426,2.57M,697.14K,+37.1%,1.4%
67011P100,DNOW,NOW INC,230332,60000,2.39M,621.6K,+35.2%,1.3%
00768Y453,MSOS,ADVISORSHARES TR,365000,110000,2.02M,609.4K,+43.1%,1.1%
11777Q209,BTG,B2GOLD CORP,267365,150000,954.49K,535.5K,+127.8%,0.51%
284902509,EGO,ELDORADO GOLD CORP NEW,50000,50000,505K,505K,NEW,0.27%
670002401,NVAX,NOVAVAX INC,64371,64371,478.28K,478.28K,NEW,0.26%
427746102,HRTX,HERON THERAPEUTICS INC,405000,405000,469.8K,469.8K,NEW,0.25%
31189P102,FATE,FATE THERAPEUTICS INC,1005226,34933,4.78M,166.28K,+3.6%,2.6%
G9460G101,VAL,VALARIS LIMITED,50000,2500,3.15M,157.32K,+5.3%,1.7%
30744W107,FTCHQ,FARFETCH LTD,450000,25000,2.72M,151K,+5.9%,1.5%
75971T301,SOL,EMEREN GROUP LTD,276327,32500,1.05M,123.17K,+13.3%,0.56%
016230104,ALCO,ALICO INC,39845,4669,1.01M,118.87K,+13.3%,0.55%
70614W100,PTON,PELOTON INTERACTIVE INC,15000,15000,115.35K,115.35K,NEW,0.06%
N71542109,PRQR,PROQR THRAPEUTICS N V,237517,58183,384.78K,94.26K,+32.4%,0.21%
98985Y108,ZYME,ZYMEWORKS INC,409520,10420,3.54M,90.03K,+2.6%,1.9%
90089L108,TSPH,TUSIMPLE HLDGS INC,952770,26624,1.58M,44.2K,+2.9%,0.85%
85207K107,PSLV,SPROTT PHYSICAL SILVER TR,230000,0,1.79M,0,NO CHANGE,0.96%
N97284108,NBIS,YANDEX N V,105000,0,1.56M,0,NO CHANGE,0.84%
294821608,ERIC,ERICSSON,100000,0,545K,0,NO CHANGE,0.29%
410345102,HBI,HANESBRANDS INC,100000,-25000,454K,-113.5K,-20%,0.24%
